,INSTNM,CITY,ADM_RATE,SAT_AVG,UGDS,UG,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,FAMINC
5782,Midwest Barber College,Topeka,,,42.0,,,21933.0,,,,,
5783,A Better U Beauty Barber Academy,Albuquerque,,,38.0,,,24035.0,,,,,
5784,SANS Technology Institute,North Bethesda,,,299.0,,,,,,,,
5785,Tuana European Beauty Academy,Fort Collins,,,33.0,,,19734.0,,,,,
5786,Idaho College of Osteopathic Medicine,Meridian,,,,,,,,,,,
5787,Southern Careers Institute-Waco,Waco,,,263.0,,,23318.0,,,,,
5788,Elevate Salon Institute,Durham,,,95.0,,,21347.0,,,,,
5789,Ponce Health Sciences University-St Louis,St. Louis,,,,,,,,,,,
5790,Lil Lou's Beauty and Barber College-Hammond,Hammond,,,17.0,,,23813.0,,,,,
5791,Arizona College of Nursing-Dallas,Dallas,1.0,,296.0,,32261.0,,22826.0,22826.0,,,
5792,The Salon Professional Academy-Washington DC,Washington,,,25.0,,,18767.0,,,,,
5793,Valley College-Cleveland,Cleveland,,,693.0,,,35643.0,,,,,
5794,EDP University of Puerto Rico-Humacao,Humacao,0.5758,,243.0,,16517.0,,6900.0,12600.0,,,
5795,EDP University of Puerto Rico-Manati,Manati,0.8,,448.0,,12974.0,,6900.0,12610.0,,,
5796,UEI College-Sacramento,Sacramento,,,965.0,,,34994.0,,,,,
5797,Fortis Institute-Cookeville,Cookeville,,,295.0,,32340.0,,16237.0,16237.0,,,
5798,Derech Hachaim Seminary,Monroe,0.9237,,290.0,,16910.0,,11000.0,11000.0,,,
5799,Evvaylois Academy School of Beauty,Brenham,,,14.0,,,26700.0,,,,,
5800,Avenue Five Institute-South Austin Campus,Austin,,,84.0,,,28027.0,,,,,
5801,Glasgow Caledonian New York College,New York,,,,,,,,,,,
5802,Pima Medical Institute-San Antonio,San Antonio,,,369.0,,,22763.0,,,,,
5803,Faith Theological Seminary and Christian College,Tampa,,,53.0,,,,1520.0,1520.0,,,
5804,The Southwestern Baptist Theological Seminary,Fort Worth,0.732,,288.0,,,,9910.0,9910.0,,,
5805,Lotus Professional College,Richmond,,,108.0,,,,,,,,
5806,Christ Mission College,San Antonio,,,47.0,,14398.0,,8229.0,8229.0,,,
5807,Esteem Academy of Beauty,South Ogden,,,23.0,,,14719.0,,,,,
5808,KC Beauty Academy,Los Angeles,,,57.0,,,23230.0,,,,,
5809,Urshan College,Wentzville,0.8529,1039.0,467.0,,13598.0,,7420.0,7420.0,,,
5810,Texas Healthtech Institute,Beaumont,,,74.0,,,17406.0,,,,,
5811,Xtylo Beauty College,Phoenix,,,35.0,,,22817.0,,,,,
5812,Tonsorial Arts Barber College,Texarkana,,,73.0,,,28579.0,,,,,
5813,Michael's Barber & Hair Stylist Academy,Irving,,,54.0,,,28218.0,,,,,
5814,Yeshiva Yesoda Hatorah Vetz Chaim,Brooklyn,,,171.0,,24800.0,,20000.0,20000.0,,,
5815,North-West College-San Diego,San Diego,,,471.0,,,49003.0,,,,,
5816,West Virginia Junior College-United Career Institute,Irwin,,,60.0,,21447.0,,13676.0,13676.0,,,
5817,Aviation Institute of Maintenance-Charlotte,Charlotte,,,169.0,,28752.0,,16657.0,16657.0,,,
5818,Ponce Health Sciences University-East,Ponce,,,46.0,,21969.0,,10151.0,18701.0,,,
5819,Fortis College-Landover,Landover,,,548.0,,33398.0,,15667.0,15667.0,,,
5820,Stautzenberger College-Rockford Career College,Rockford,,,473.0,,25393.0,,16699.0,16699.0,,,
5821,WellSpring School of Allied Health-Wichita,Wichita,,,69.0,,,18126.0,,,,,
5822,Access Careers-Islandia,Islandia,,,138.0,,,,,,,,
5823,Northern Pennsylvania Regional College,Warren,,,53.0,,,,4440.0,8880.0,,,
5824,Apex College of Veterinary Technology,Colorado Springs,,,36.0,,20850.0,,13850.0,13850.0,,,
5825,Meryma'at Barber College,Cleveland,,,35.0,,,12097.0,,,,,
5826,Western Maricopa Education Center,Glendale,,,219.0,,,,,,,,
5827,Bais Medrash of Dexter Park,Chestnut Ridge,1.0,,68.0,,28850.0,,10000.0,10000.0,,,
5828,Makana Esthetics Wellness Academy,Honolulu,,,50.0,,,20243.0,,,,,
5829,Oak Valley College,Rialto,,,45.0,,19990.0,,16080.0,16080.0,,,
5830,Paul Mitchell the School-San Jose,San Jose,,,77.0,,,32490.0,,,,,
5831,Zion Massage College,St. George,,,62.0,,,22699.0,,,,,
5832,Great Lakes Boat Building School,Cedarville,,,23.0,,28613.0,,22425.0,22425.0,,,
5833,Austin Career Institute,Austin,,,76.0,,,25894.0,,,,,
5834,Professional Culinary Academy,Buffalo,,,12.0,,,17308.0,,,,,
5835,Pacific Northwest Christian College,Kennewick,,,23.0,,12650.0,,11350.0,11350.0,,,
5836,Royal Learning Institute,New York,,,32.0,,,20076.0,,,,,
5837,Hollywood Cultural College,Los Angeles,,,38.0,,,,,,,,
5838,Mariano Moreno Culinary Institute,Miami,,,150.0,,,20736.0,,,,,
5839,Alder Graduate School of Education,Redwood City,,,,,,,,,,,
5840,Webb's Barber School of Arts,Macon,,,23.0,,,14589.0,,,,,
5841,Adrian H. Wallace Barber Academy,Pensacola,,,29.0,,,18463.0,,,,,
5842,St. Louis Med Tech,St. Louis,,,4.0,,,,9900.0,9900.0,,,
5843,Total Beauty Institute,Jacksonville,,,22.0,,,13283.0,,,,,
5844,Pearlands Innovative School of Beauty,Pearland,,,21.0,,,23925.0,,,,,
5845,Durant Institute of Hair Design,Durant,,,55.0,,,19424.0,,,,,
5846,Premiere Aesthetics Institute,Bend,,,45.0,,,20809.0,,,,,
5847,California Indian Nations College,Palm Desert,,,57.0,,,,7743.0,7743.0,,,
5848,Indian Bible College,Flagstaff,,,27.0,,13640.0,,7420.0,7420.0,,,
5849,Florida Professional Institute,Miami,,,54.0,,,23968.0,,,,,
5850,The Professional Cosmetology Academy,Laredo,,,100.0,,,18618.0,,,,,
5851,Hackensack Meridian School of Medicine,Nutley,,,,,,,,,,,
5852,Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,Southgate,,,50.0,,,20615.0,,,,,
5853,Paul Mitchell the School-North Tahoe,Truckee,,,22.0,,,28414.0,,,,,
5854,Paul Mitchell the School-Fort Lauderdale,Plantation,,,59.0,,,23948.0,,,,,
5855,PCI Academy-Iowa City,Iowa City,,,73.0,,,18637.0,,,,,
5856,Larry's Barber College,Chicago,,,52.0,,,25393.0,,,,,
5857,Royal Learning Institute,Jackson Heights,,,27.0,,,17457.0,,,,,
5858,Paul Mitchell the School-Provo,Provo,,,91.0,,,21486.0,,,,,
5859,Arizona College of Nursing-Tampa,Tampa,1.0,,320.0,,30038.0,,22346.0,22346.0,,,
5860,Arizona College of Nursing-Fort Lauderdale,Fort Lauderdale,1.0,,321.0,,41981.0,,25120.0,25120.0,,,
5861,Arizona College of Nursing-Tucson,Tucson,1.0,,516.0,,35415.0,,22826.0,22826.0,,,
5862,Arizona College of Nursing-Phoenix,Phoenix,1.0,,746.0,,37481.0,,24000.0,24000.0,,,
5863,Empire Beauty School-Newport News,Newport News,,,85.0,,,19984.0,,,,,
5864,Tricoci University of Beauty Culture-Normal,Normal,,,83.0,,,22175.0,,,,,
5865,Elite Welding Academy,Houston,,,20.0,,,27566.0,,,,,
5866,Paul Mitchell the School-Murfreesboro-Nashville,Hendersonville,,,247.0,,,26170.0,,,,,
5867,Dorsey College-Woodhaven,Woodhaven,,,118.0,,46809.0,,31680.0,31680.0,,,
5868,San Joaquin Valley College-Madera,Madera,,,68.0,,,23876.0,,,,,
5869,San Joaquin Valley College-Delano,Delano,,,79.0,,,22439.0,,,,,
5870,San Joaquin Valley College-Atascadero,Atascadero,,,14.0,,,27779.0,,,,,
5871,San Joaquin Valley College-Rancho Mirage,Rancho Mirage,,,146.0,,,23589.0,,,,,
5872,San Joaquin Valley College-Santa Maria,Santa Maria,,,110.0,,,24056.0,,,,,
5873,Advantage Technical College-Aguadilla,Aguadilla,,,331.0,,,9527.0,,,,,
5874,San Joaquin Valley College-Porterville,Porterville,,,72.0,,,24860.0,,,,,
5875,California University of Science and Medicine,Colton,,,,,,,,,,,
5876,Ruben's Five Star Academy,Lake Wales,,,15.0,,,20201.0,,,,,
5877,Mason Anthony School of Cosmetology Arts & Sciences,Columbus,,,241.0,,,17840.0,,,,,
5878,California Institute of Arts & Technology-National City,National City,,,166.0,,26286.0,,15390.0,15390.0,,,
5879,Triangle Tech-Chambersburg,Chambersburg,,,50.0,,27787.0,,18961.0,18961.0,,,
5880,Provo College-Idaho Falls Campus,Idaho Falls,,,178.0,,32243.0,,17112.0,17112.0,,,
5881,Eagle Gate College-Boise Campus,Boise,,,312.0,,36448.0,,17112.0,17112.0,,,
5882,Elite Welding Academy South Point,South Point,,,8.0,,,36904.0,,,,,
5883,Agape College of Business and Science,Fresno,,,37.0,,14250.0,,7942.0,7942.0,,,
5884,Daybreak University,Anaheim,,,,,,,,,,,
5885,Motion Picture Institute,Troy,0.8889,,55.0,,,,,,,,
5886,Zen Shiatsu Chicago,Evanston,,,74.0,,,,,,,,
5887,The  Salon Professional Academy of Holland,Holland,,,68.0,,,14107.0,,,,,
5888,National Institute for Medical Assistant Advancement (NIMAA),Denver,0.4503,,161.0,,,23435.0,,,,,
5889,California Northstate University,Elk Grove,0.9471,,146.0,,,,52685.0,52685.0,,,
5890,Antigua College International,Miami Lakes,,,213.0,,25860.0,,23155.0,23155.0,,,
5891,Burlington County Institute of Technology-Adult Education,Westampton,,,157.0,,,,,,,,
5892,Sri Sai Krish Institute,Stanton,,,33.0,,,,65000.0,65000.0,,,
5893,Riggins Urban Barber College,San Diego,,,29.0,,,27910.0,,,,,
5894,Hair Arts Institute,Oklahoma City,,,41.0,,,22750.0,,,,,
5895,Florida Academy of Nursing,Miramar,,,131.0,,,21490.0,,,,,
5896,Body Wisdom Massage Therapy School,Urbandale,,,43.0,,,45652.0,,,,,
5897,Lakewood University,Cleveland Heights,,,169.0,,,,10479.0,10479.0,,,
5898,CTK Healthcare & Career Institute,Irving,,,61.0,,,8884.0,,,,,
5899,Aesthetics Institute,St. Louis,,,40.0,,,24553.0,,,,,
5900,Sierra Academy of Style,Carson City,,,84.0,,,18314.0,,,,,
5901,Institute of Allied Healthcare,San Antonio,,,25.0,,,7700.0,,,,,
5902,NewU University,Washington,0.9041,,18.0,,,,16500.0,16500.0,,,
5903,Branford Academy of Hair & Cosmetology-Bridgeport,Bridgeport,,,35.0,,,,,,,,
5904,United Education Institute-Las Vegas,Las Vegas,,,858.0,,,34062.0,,,,,
5905,UEI College-Mesa,Mesa,,,676.0,,,36152.0,,,,,
5906,Larry's Barber College-Joliet,Joliet,,,22.0,,,15019.0,,,,,
5907,Herzing University-Tampa,Tampa,0.9375,,185.0,,28645.0,,12750.0,12750.0,,,
5908,Galen Health Institutes-Miami Campus,Pembroke Pines,,,418.0,,,32429.0,,,,,
5909,Remington College-Knoxville,Knoxville,,,217.0,,28335.0,,15564.0,15564.0,,,
5910,Abilene Christian University-Undergraduate Online,Addison,0.9915,,766.0,,19042.0,,14520.0,14520.0,,,
5911,Madera Community College,Madera,,,4204.0,,10297.0,,1330.0,8890.0,,,
5912,Ogle School Hair Skin Nails-Willowbrook,Houston,,,406.0,,,23948.0,,,,,
5913,University of Silicon Andhra,Milpitas,,,85.0,,,,,,,,
5914,Galen Health Institutes-Austin Campus,Austin,,,626.0,,30546.0,,15800.0,15800.0,,,
5915,Galen Health Institutes-Nashville Campus,Nashville,,,377.0,,,,17700.0,17700.0,,,
5916,Ohio Business College-Dayton-Driving Academy,Trotwood,,,122.0,,,6209.0,,,,,
5917,The Rapha School,Home,,,31.0,,,17103.0,,,,,
5918,Academy of Allied Health Careers,Chattanooga,,,114.0,,,14416.0,,,,,
5919,Mei Barber School,Brownsville,,,107.0,,,9026.0,,,,,
5920,Great Northern University,Spokane,0.8571,,35.0,,30955.0,,16500.0,16500.0,,,
5921,Salon Professional Academy-Elevate Salon Institute,Miami Beach,,,25.0,,,9615.0,,,,,
5922,Arizona College of Nursing-Salt Lake City,Murray,1.0,,258.0,,34085.0,,21946.0,21946.0,,,
5923,Arizona College-Glendale,Glendale,,,453.0,,30327.0,,18334.0,18334.0,,,
5924,Universal Technical Institute-West Texas,Austin,,,434.0,,,29948.0,,,,,
5925,Avalon Institute-Las Vegas,Las Vegas,,,379.0,,,19154.0,,,,,
5926,Medspa Academies-National Institute of Modern Aesthetics,Las Vegas,,,108.0,,,22421.0,,,,,
5927,American Institute-Cherry Hill,Cherry Hill,,,282.0,,,22711.0,,,,,
5928,Glendale Career College-North-West College-Bakersfield,Bakersfield,,,96.0,,,50692.0,,,,,
5929,Barber Education Academy,Laredo,,,40.0,,,,,,,,
5930,Legends Barber College,Lufkin,,,24.0,,,10000.0,,,,,
5931,Academia Medical Institute,Columbus,0.5109,,139.0,,26460.0,,14498.0,14498.0,,,
5932,Barbers Trade School,Beaumont,,,11.0,,,20085.0,,,,,
5933,Top of the Line Barber School,San Antonio,,,86.0,,,28353.0,,,,,
5934,Bridges Christian College,New Orleans,,,60.0,,20508.0,,6600.0,6600.0,,,
5935,Kino College,Tucson,,,18.0,,,33849.0,,,,,
5936,Salon Professional Academy,Howell,,,118.0,,,27846.0,,,,,
5937,Southern California College of Barber and Beauty,Escondido,,,76.0,,,27649.0,,,,,
5938,Hello Gorgeous Barbers Stillwater's School of Barbering,Stillwater,,,25.0,,,15416.0,,,,,
5939,Jackson Theological Seminary,North Little Rock,,,2.0,,,,,,,,
5940,RCCGNA Seminary,Greenville,0.959,,36.0,,10300.0,,6800.0,6800.0,,,
5941,Personal Touch Beauty and Barber College,Kingstree,,,8.0,,,18738.0,,,,,
5942,Reach University,Oakland,0.9848,,774.0,,24749.0,,12374.0,12374.0,,,
5943,Technology Learning Center,Oxford,,,42.0,,,,,,,,
5944,California University-Silicon Valley,Sunnyvale,,,,,,,,,,,
5945,Hair Academy,Chillicothe,,,30.0,,,,,,,,
5946,Sweetwater Institute of Cosmetology,Sweetwater,,,41.0,,,,,,,,
5947,Kansas Health Science Center,Wichita,,,,,,,,,,,
5948,Academy for Jewish Religion,Yonkers,,,,,,,,,,,
5949,American College of Healthcare and Technology-Santa Ana,Santa Ana,,,54.0,,,18327.0,,,,,
5950,Aviation Institute of Maintenance-Chicago,Chicago,,,150.0,,22928.0,,16657.0,16657.0,,,
5951,Atlantis University-Florida Palms University,Miami,,,107.0,,,,12720.0,12720.0,,,
5952,Evangel University-College of Online Learning,Springfield,0.9231,,226.0,,25014.0,,8025.0,8025.0,,,
5953,Marian University-Ancilla,Plymouth,0.9518,,226.0,,37074.0,,19850.0,19850.0,,,
5954,Spa Tech Institute-North Andover,North Andover,,,104.0,,,32448.0,,,,,
5955,Aveda Arts & Sciences Institute Lafayette-Arlington,Arlington,,,185.0,,,28598.0,,,,,
5956,Shawnee Beauty College-Academy of Cosmetology & Barbering,Bixby,,,4.0,,,11576.0,,,,,
5957,Concorde Career College-Broadway,Kansas City,1.0,,101.0,,,29637.0,,,,,
5958,United Education Institute-Stone Mountain,Stone Mountain,,,595.0,,,38784.0,,,,,
5959,UEI College-Tacoma,Tacoma,,,520.0,,,40879.0,,,,,
5960,Montgomery Beauty School-Baltimore Beauty & Barber School,Baltimore,,,209.0,,,20720.0,,,,,
5961,Commonwealth of Puerto Rico Department of Education-PRAMI,Fajardo,,,274.0,,10888.0,,3800.0,3800.0,,,
5962,Universal Technical Institute-South Florida Miramar,Miramar,,,152.0,,,,,,,,
5963,Arizona College-Southfield,Southfield,1.0,,297.0,,41092.0,,22826.0,22826.0,,,
5964,Galen Health Institutes-Sarasota,Sarasota,,,130.0,,,,44640.0,44640.0,,,
5965,Galen Health Institutes-Gainesville,Gainesville,,,256.0,,,,44640.0,44640.0,,,
5966,Galen Health Institutes-Richmond,Richmond,,,212.0,,,,39230.0,39230.0,,,
5967,Galen Health Institutes-Myrtle Beach,Myrtle Beach,,,252.0,,,,39230.0,39230.0,,,
5968,Galen Health Institutes-Asheville,Asheville,,,52.0,,,,66120.0,66120.0,,,
5969,Larkin University,Miami,,,,,,,,,,,
5970,Pathways College-Arizona,Phoenix,,,6.0,,,,7056.0,7056.0,,,
5971,Pontifex University,Atlanta,,,,,,,,,,,
5972,Xtylo Beauty College,Tolleson,,,104.0,,,32143.0,,,,,
5973,San Francisco School of Massage & Bodywork,San Francisco,,,127.0,,,,,,,,
5974,Chancellor Institute,Margate,,,74.0,,,,,,,,
5975,The Salon Professional Academy,Collegeville,,,68.0,,,,,,,,
5976,Studio 75 Hair Academy,Millington,,,4.0,,,,,,,,
5977,Commercial Diving Technologies Institute,Hudson,,,73.0,,,,,,,,
5978,Boone Career and Technical Center,Foster,,,48.0,,,,,,,,
5979,Edge Academy of Beauty,Manchester,,,47.0,,,,,,,,
5980,Premier Barber School,Houston,,,26.0,,,,,,,,
5981,Arizona College-Falls Church,Falls Church,1.0,,144.0,,,,22826.0,22826.0,,,
5982,Arizona College-Ontario,Ontario,1.0,,210.0,,,,29146.0,29146.0,,,
5983,National Tractor Trailer School,Phoenix,1.0,,136.0,,,,,,,,
5984,Galen Health Institutes-Houston,Houston,,,0.0,,,,66120.0,66120.0,,,
5985,Galen Health Institutes-Pikeville,Pikeville,,,26.0,,,,31620.0,31620.0,,,
5986,Stellar Career College,Chicago,,,141.0,,,18637.0,,,,,
5987,Commonwealth University of Pennsylvania,Bloomsburg,0.9396,1067.0,9778.0,,24881.0,,10848.0,18919.0,,,
5988,Pennsylvania Western University,California,0.9362,1057.0,9203.0,,25365.0,,10958.0,15630.0,,,
5989,Troy University-Phenix City Campus,Phenix City,,,,,,,9312.0,18624.0,,,
5990,Troy University-Montgomery Campus,Montgomery,,,,,,,9312.0,18624.0,,,
5991,Troy University-Dothan Campus,Dothan,,,,,,,9312.0,18624.0,,,
5992,Troy University-Online,Troy,,,,,,,9312.0,9312.0,,,
5993,Troy University-Support Sites,Alpharetta,,,,,,,9312.0,9312.0,,,
5994,Arizona State University-West,Glendale,,,,,,,11618.0,30592.0,,,
5995,Arizona State University-Polytechnic,Mesa,,,,,,,11618.0,30592.0,,,
5996,Arizona State University-Downtown Phoenix,Phoenix,,,,,,,11618.0,30592.0,,,
5997,Arizona State University - Tucson,Tucson,,,,,,,,,,,
5998,Arizona State University - Lake Havasu,Lake Havasu City,,,,,,,6768.0,10964.0,,,
5999,Arizona State University - The Gila Valley,Thatcher,,,,,,,,,,,
6000,Arizona State University - Yuma,Yuma,,,,,,,,,,,
6001,Arizona State University - Pinal,Casa Grande,,,,,,,,,,,
6002,Arizona State University - Cochise,Sierra Vista,,,,,,,,,,,
6003,Arizona State University - Yavapai,Prescott Valley,,,,,,,,,,,
6004,Arizona State University - Pima,Tucson,,,,,,,,,,,
6005,Arizona State University - Washington D.C.,Washington,,,,,,,,,,,
6006,Arizona State University - Northeastern Arizona,Show Low,,,,,,,,,,,
6007,Arizona State University - Mesa City Center,Mesa,,,,,,,,,,,
6008,Arkansas College of Barbering and Hair Design,Little Rock,,,,,,,,,,,
6009,Harding School of Theology,Memphis,,,,,,,,,,,
6010,Career Academy of Hair Design-Siloam Springs,Siloam Springs,,,,,,,,,,,
6011,Career Academy of Hair Design-Rogers,Rogers,,,,,,,,,,,
6012,Career Academy of Hair Design-Fayetteville,Fayetteville,,,,,,,,,,,
6013,Career Academy of Hair Design - Fort Smith,Fort Smith,,,,,,,,,,,
6014,University of Arkansas Community College at Hope - Texarkana,Texarkana,,,,,,,3255.0,4665.0,,,
6015,Alliant International University-Fresno,Fresno,,,,,,,,,,,
6016,Alliant International University-Los Angeles,Alhambra,,,,,,,,,,,
6017,Alliant International University-San Francisco,Emeryville,,,,,,,,,,,
6018,Alliant International University-Irvine,Irvine,,,,,,,,,,,
6019,Alliant International University-Sacramento,Sacramento,,,,,,,,,,,
6020,San Jose Campus,San Jose,,,,,,,,,,,
6021,Golden Gate University-Seattle,Seattle,,,,,,,,,,,
6022,Golden Gate University-Silicon Valley,Santa Clara,,,,,,,,,,,
6023,Humphreys College-Modesto,Salida,,,,,,,14760.0,14760.0,,,
6024,TONI&GUY Hairdressing Academy - Costa Mesa,Costa Mesa,,,,,,,,,,,
6025,IDEA at ATEP,Tustin,,,,,,,1150.0,9814.0,,,
6026,Life Pacific University-Virginia,Christiansburg,,,,,,,13905.0,13905.0,,,
6027,MiraCosta College - San Elijo Campus,Cardiff,,,,,,,1152.0,8448.0,,,
6028,Mount Saint Mary's University - Doheny Campus,Los Angeles,,,,,,,46740.0,46740.0,,,
6029,San Diego State University-Imperial Valley Campus,Calexico,,,,,,,6593.0,18473.0,,,
6030,San Joaquin General Hospital School of Radiation Technology,French Camp,,,,,,,1288.0,9072.0,,,
6031,Jesuit School of Theology of Santa Clara University,Berkeley,,,,,,,,,,,
6032,Thomas Aquinas College - New England,Northfield,,,,,,,27000.0,27000.0,,,
6033,Victor Valley Community College - Aviation Technology,Victorville,,,,,,,1425.0,10125.0,,,
6034,Wright Institute (The) -,Berkeley,,,,,,,,,,,
6035,Colorado Technical University-Denver South,Aurora,,,,,,,12658.0,12658.0,,,
6036,Denver Seminary - Washington DC,Landover,,,,,,,,,,,
6037,Otero College - La Junta High School,La Junta,,,,,,,4226.0,6730.0,,,
6038,Goodwin University - Bridgeport Campus,Bridgeport,,,,,,,,,,,
6039,Three Rivers Community College - York Correctional Institution,Niantic,,,,,,,,,,,
6040,Porter and Chester Institute of Enfield,Enfield,,,,,,,18160.0,18160.0,,,
6041,Porter and Chester Institute of Waterbury,Waterbury,,,,,,,15856.0,15856.0,,,
6042,Porter and Chester Institute of Worcester,Worcester,,,,,,,15856.0,15856.0,,,
6043,Porter and Chester Institute - New London,New London,,,,,,,15856.0,15856.0,,,
6044,Porter and Chester Institute - Brockton,Brockton,,,,,,,15856.0,15856.0,,,
6045,Porter and Chester Institute - Chicopee,Chicopee,,,,,,,15856.0,15856.0,,,
6046,Delaware Technical Community College-Owens,Georgetown,,,,,,,4945.0,11808.0,,,
6047,Delaware Technical Community College-Stanton/Wilmington,Wilmington,,,,,,,4945.0,11808.0,,,
6048,Barry University Law School,Orlando,,,,,,,,,,,
6049,Keiser University-Melbourne,Melbourne,,,,,,,23248.0,23248.0,,,
6050,Keiser University-Tallahassee,Tallahassee,,,,,,,23248.0,23248.0,,,
6051,Keiser University-Daytona,Daytona Beach,,,,,,,23248.0,23248.0,,,
6052,Keiser University-Lakeland,Lakeland,,,,,,,23248.0,23248.0,,,
6053,Keiser University- Miami,Miami,,,,,,,23248.0,23248.0,,,
6054,Keiser University-Orlando,Orlando,,,,,,,23248.0,23248.0,,,
6055,Keiser University-Sarasota,Sarasota,,,,,,,23248.0,23248.0,,,
6056,Keiser University-Jacksonville,Jacksonville,,,,,,,23248.0,23248.0,,,
6057,Keiser University-Tampa,Tampa,,,,,,,23248.0,23248.0,,,
6058,Keiser University-Pembroke Pines,Pembroke Pines,,,,,,,23248.0,23248.0,,,
6059,Keiser University-Port St Lucie,Port St Lucie,,,,,,,23248.0,23248.0,,,
6060,Keiser University-West Palm Beach,West Palm Beach,,,,,,,23248.0,23248.0,,,
6061,Keiser University-Ft Myers,Ft Myers,,,,,,,23248.0,23248.0,,,
6062,Keiser University -  Clearwater,Clearwater,,,,,,,23248.0,23248.0,,,
6063,Keiser University - New Port Richey,New Port Richey,,,,,,,23248.0,23248.0,,,
6064,Keiser University - Residential (Flagship),West Palm Beach,,,,,,,36020.0,36020.0,,,
6065,Maynard A. Traviss Technical College - Central Florida Aerospace Academy,Lakeland,,,,,,,3251.0,11118.0,,,
