,INSTNM,CITY,ADM_RATE,SAT_AVG,UGDS,UG,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,FAMINC
317,Lake Tahoe Community College,South Lake Tahoe,,,2234.0,,16963.0,,1131.0,9087.0,,,
318,Lancaster Beauty School,Lancaster,,,66.0,,,26377.0,,,,,
319,Laney College,Oakland,,,6749.0,,20701.0,,1148.0,8684.0,,,
320,Lassen Community College,Susanville,,,1431.0,,15362.0,,1129.0,9097.0,,,
321,Latin American Bible Institute,La Puente,1.0,,45.0,,13845.0,,10520.0,10520.0,,,
322,Life Chiropractic College West,Hayward,,,,,,,,,,,
323,Lincoln University,Oakland,,,177.0,,34141.0,,11420.0,11420.0,,,
324,Southern California Seminary,El Cajon,,,31.0,,,,18240.0,18240.0,,,
325,La Sierra University,Riverside,0.9185,,1216.0,,46981.0,,34902.0,34902.0,,,
326,Loma Linda University,Loma Linda,,,910.0,,,,,,,,
327,Long Beach City College,Long Beach,,,20670.0,,11632.0,,1556.0,11440.0,,,
328,Southern California University of Health Sciences,Whittier,,,114.0,,,,13215.0,13215.0,,,
329,Los Angeles Harbor College,Wilmington,,,5796.0,,19579.0,,1238.0,9870.0,,,
330,Los Angeles Pierce College,Woodland Hills,,,12896.0,,19492.0,,1238.0,9870.0,,,
331,Los Angeles Southwest College,Los Angeles,,,3586.0,,14916.0,,1238.0,9870.0,,,
332,Los Angeles Trade Technical College,Los Angeles,,,8565.0,,18037.0,,1238.0,9870.0,,,
333,Los Angeles Valley College,Valley Glen,,,11706.0,,17931.0,,1238.0,9870.0,,,
334,The Master's University and Seminary,Santa Clarita,0.7818,,1496.0,,43642.0,,32870.0,32870.0,,,
335,Los Angeles City College,Los Angeles,,,10558.0,,16948.0,,1238.0,9870.0,,,
336,Los Angeles County College of Nursing and Allied Health,Los Angeles,,,195.0,,,,,,,,
337,Los Angeles Mission College,Sylmar,,,7055.0,,18877.0,,1238.0,9870.0,,,
338,Los Medanos College,Pittsburg,,,6709.0,,12382.0,,1312.0,9012.0,,,
339,Loyola Marymount University,Los Angeles,0.4131,1378.0,7138.0,,72553.0,,55926.0,55926.0,,,
340,Lu Ross Academy,Ventura,,,263.0,,,19540.0,,,,,
341,Lyle's College of Beauty,Bakersfield,,,90.0,,,25173.0,,,,,
342,Lyle's College of  Beauty,Fresno,,,88.0,,,24602.0,,,,,
343,Lytles Redwood Empire Beauty College,Santa Rosa,,,117.0,,,27237.0,,,,,
344,MTI College,Sacramento,0.9407,,952.0,,,26926.0,,,,,
345,College of Marin,Kentfield,,,3648.0,,16507.0,,1494.0,9864.0,,,
346,Mendocino College,Ukiah,,,2353.0,,16539.0,,1423.0,8893.0,,,
347,Menlo College,Atherton,0.6172,,786.0,,63412.0,,49090.0,49090.0,,,
348,Merced College,Merced,,,8333.0,,12436.0,,1194.0,7890.0,,,
349,Merritt College,Oakland,,,4784.0,,21122.0,,1167.0,8703.0,,,
350,MiraCosta College,Oceanside,,,10094.0,,13016.0,,1152.0,8448.0,,,
351,Mission College,Santa Clara,,,4733.0,,13477.0,,1480.0,10180.0,,,
352,Modern Beauty Academy,Oxnard,,,63.0,,,30087.0,,,,,
353,Modesto Junior College,Modesto,,,14655.0,,19523.0,,1276.0,7308.0,,,
354,Moler Barber College,Oakland,,,398.0,,,29124.0,,,,,
355,Middlebury Institute of International Studies at Monterey,Monterey,,,13.0,,,,,,,,
356,Monterey Peninsula College,Monterey,,,5347.0,,16367.0,,1188.0,8364.0,,,
357,Moorpark College,Moorpark,,,10966.0,,8302.0,,1398.0,8146.0,,,
358,Mt San Antonio College,Walnut,,,23073.0,,11499.0,,1352.0,10096.0,,,
359,Mount Saint Mary's University,Los Angeles,0.7576,,1778.0,,62383.0,,46740.0,46740.0,,,
360,Mt San Jacinto Community College District,San Jacinto,,,13078.0,,12680.0,,1406.0,11276.0,,,
361,Musicians Institute,Hollywood,0.7845,,785.0,,40574.0,,24795.0,24795.0,,,
362,Napa Valley College,Napa,,,3301.0,,20412.0,,1156.0,9388.0,,,
363,National Holistic Institute,Emeryville,,,1198.0,,,35034.0,,,,,
364,National University,San Diego,,,7993.0,,36459.0,,13320.0,13320.0,,,
365,Naval Postgraduate School,Monterey,,,,,,,,,,,
366,Newschool of Architecture and Design,San Diego,0.4495,,229.0,,56958.0,,30291.0,30291.0,,,
367,North Adrian's College of Beauty Inc,Modesto,,,193.0,,,25618.0,,,,,
368,North-West College-Pomona,Pomona,,,333.0,,,33679.0,,,,,
369,North-West College-West Covina,West Covina,,,625.0,,,31213.0,,,,,
370,North-West College-Van Nuys,Van Nuys,,,231.0,,,33609.0,,,,,
371,San Francisco Bay University,Fremont,0.6943,,24.0,,,,8720.0,8720.0,,,
372,Notre Dame de Namur University,Belmont,,,0.0,,,,,,,,
373,Occidental College,Los Angeles,0.394,1434.0,1935.0,,77878.0,,60566.0,60566.0,,,
374,Ohlone College,Fremont,,,6420.0,,17992.0,,1202.0,7178.0,,,
375,Orange Coast College,Costa Mesa,,,15636.0,,11863.0,,1202.0,8762.0,,,
376,Otis College of Art and Design,Los Angeles,0.8329,,1264.0,,68808.0,,52460.0,52460.0,,,
377,Oxnard College,Oxnard,,,5635.0,,8129.0,,1398.0,8146.0,,,
378,Hope International University,Fullerton,0.3222,,590.0,,49503.0,,35700.0,35700.0,,,
379,Concorde Career College-San Diego,San Diego,0.9582,,730.0,,,27708.0,,,,,
380,Palo Alto University,Palo Alto,,,32.0,,,,,,,,
381,Pacific Oaks College,Pasadena,0.3968,,398.0,,,,11692.0,11692.0,,,
382,Pacific School of Religion,Berkeley,,,,,,,,,,,
383,Pacific States University,Los Angeles,0.3333,,8.0,,,,7530.0,7530.0,,,
384,Pacific Union College,Angwin,0.4846,1075.0,772.0,,45219.0,,33678.0,33678.0,,,
385,University of the Pacific,Stockton,0.9323,1276.0,3266.0,,64996.0,,53682.0,53682.0,,,
386,Palo Verde College,Blythe,,,4087.0,,20851.0,,1288.0,9884.0,,,
387,Palomar College,San Marcos,,,15057.0,,13866.0,,1348.0,10644.0,,,
388,Pasadena City College,Pasadena,,,19504.0,,9773.0,,1172.0,9572.0,,,
389,Pepperdine University,Malibu,0.4871,1399.0,3656.0,,80152.0,,63142.0,63142.0,,,
390,Pitzer College,Claremont,0.184,,1212.0,,79558.0,,60578.0,60578.0,,,
391,Platt College-San Diego,San Diego,,,69.0,,33745.0,,15310.0,15310.0,,,
392,Point Loma Nazarene University,San Diego,0.8193,,3149.0,,54207.0,,41100.0,41100.0,,,
393,Pomona College,Claremont,0.0702,1520.0,1699.0,,77810.0,,59238.0,59238.0,,,
394,Porterville College,Porterville,,,2757.0,,13336.0,,1409.0,9539.0,,,
395,Professional Institute of Beauty,El Monte,,,119.0,,,20815.0,,,,,
396,Santa Ana College,Santa Ana,,,20309.0,,10439.0,,1180.0,8788.0,,,
397,Pardee RAND Graduate School,Santa Monica,,,,,,,,,,,
398,Shasta School of Cosmetology,Redding,,,119.0,,,15868.0,,,,,
399,University of Redlands,Redlands,0.8187,1215.0,2301.0,,70206.0,,55678.0,55678.0,,,
400,College of the Redwoods,Eureka,,,3211.0,,12530.0,,1147.0,8539.0,,,
401,Salon Success Academy-Upland,Upland,,,253.0,,,21270.0,,,,,
402,Salon Success Academy-Corona,Corona,,,236.0,,,20786.0,,,,,
403,Rio Hondo College,Whittier,,,14394.0,,11678.0,,1388.0,9884.0,,,
404,Riverside City College,Riverside,,,16317.0,,11778.0,,1420.0,10000.0,,,
405,Dongguk University Los Angeles,Los Angeles,,,2.0,,,,,,,,
406,Sacramento City College,Sacramento,,,15947.0,,12894.0,,1288.0,10768.0,,,
407,Saddleback College,Mission Viejo,,,14307.0,,11746.0,,1150.0,9814.0,,,
408,Samuel Merritt University,Oakland,,,674.0,,,,,,,,
409,San Diego City College,San Diego,,,9918.0,,13829.0,,1144.0,7440.0,,,
410,San Diego Mesa College,San Diego,,,14882.0,,14035.0,,1144.0,7440.0,,,
411,San Diego Miramar College,San Diego,,,10622.0,,13887.0,,1144.0,7440.0,,,
412,San Diego State University,San Diego,0.3926,,31810.0,,23482.0,,8174.0,20054.0,,,
413,University of San Diego,San Diego,0.5261,,5569.0,,72092.0,,54554.0,54554.0,,,
414,San Francisco Conservatory of Music,San Francisco,0.4158,,221.0,,73761.0,,52800.0,52800.0,,,
415,San Francisco State University,San Francisco,0.942,,21035.0,,23609.0,,7524.0,19404.0,,,
416,University of San Francisco,San Francisco,0.7118,1323.0,5980.0,,73981.0,,55532.0,55532.0,,,
417,San Joaquin College of Law,Clovis,,,,,,,,,,,
418,San Joaquin Delta College,Stockton,,,12462.0,,8551.0,,1288.0,9072.0,,,
419,San Joaquin Valley College-Visalia,Visalia,,,2144.0,,,29872.0,,,,,
420,San Joaquin Valley College-Bakersfield,Bakersfield,,,817.0,,,27419.0,,,,,
421,William Jessup University,Rocklin,0.6592,1130.0,1123.0,,53732.0,,37150.0,37150.0,,,
422,San Jose City College,San Jose,,,6245.0,,24496.0,,1366.0,9486.0,,,
423,San Jose State University,San Jose,0.7671,,26735.0,,24114.0,,7899.0,19779.0,,,
424,College of San Mateo,San Mateo,,,6019.0,,11967.0,,1376.0,9496.0,,,
425,Santa Barbara City College,Santa Barbara,,,10514.0,,18592.0,,1234.0,9322.0,,,
426,Santa Clara University,Santa Clara,0.5211,1379.0,6103.0,,75576.0,,57534.0,57534.0,,,
427,Santa Monica College,Santa Monica,,,20376.0,,11194.0,,1150.0,9094.0,,,
428,Santa Rosa Junior College,Santa Rosa,,,13164.0,,15548.0,,1318.0,9310.0,,,
429,Saybrook University,Pasadena,,,,,,,,,,,
430,Scripps College,Claremont,0.2791,1467.0,1073.0,,79740.0,,60712.0,60712.0,,,
431,College of the Sequoias,Visalia,,,10380.0,,8155.0,,1394.0,8338.0,,,
432,Shasta Bible College and Graduate School,Redding,1.0,,24.0,,23673.0,,14460.0,14460.0,,,
433,Shasta College,Redding,,,4754.0,,13165.0,,1191.0,8271.0,,,
434,Sierra College,Rocklin,,,12531.0,,10971.0,,1156.0,8548.0,,,
435,Sierra College of Beauty,Merced,,,157.0,,,13464.0,,,,,
436,Trinity Law School,Santa Ana,,,,,,,,,,,
437,Simpson University,Redding,,,704.0,,52041.0,,37480.0,37480.0,,,
438,College of the Siskiyous,Weed,,,932.0,,14259.0,,1444.0,9844.0,,,
439,Charles A Jones Career and Education Center,Sacramento,,,98.0,,,34160.0,,,,,
440,Skyline College,San Bruno,,,6038.0,,10564.0,,1362.0,9508.0,,,
441,San Bernardino Valley College,San Bernardino,,,9194.0,,14283.0,,744.0,5057.0,,,
442,Saint Mary's College of California,Moraga,0.8789,,1994.0,,71268.0,,53932.0,53932.0,,,
443,Solano Community College,Fairfield,,,7213.0,,12458.0,,1172.0,7628.0,,,
444,Sonoma State University,Rohnert Park,0.94,,5892.0,,23866.0,,8060.0,19940.0,,,
445,South Baylo University,Anaheim,,,,,,,,,,,
446,South Coast College,Orange,,,237.0,,36245.0,,13409.0,13409.0,,,
447,Vanguard University of Southern California,Costa Mesa,0.7484,,2001.0,,53254.0,,38700.0,38700.0,,,
448,Concorde Career College-Garden Grove,Garden Grove,0.9629,,803.0,,,22989.0,,,,,
449,Southwestern College,Chula Vista,,,14685.0,,19697.0,,1342.0,9490.0,,,
450,Starr King School for the Ministry,Oakland,,,,,,,,,,,
451,Marshall B Ketchum University,Fullerton,,,,,,,,,,,
452,Southern California Institute of Architecture,Los Angeles,0.5984,1100.0,245.0,,67666.0,,50690.0,50690.0,,,
453,University of Southern California,Los Angeles,0.1202,1520.0,20505.0,,81298.0,,64726.0,64726.0,,,
454,Southwestern Law School,Los Angeles,,,,,,,,,,,
455,Taft College,Taft,,,3749.0,,13417.0,,1108.0,7972.0,,,
456,Claremont School of Theology,Claremont,,,,,,,,,,,
457,Thomas Aquinas College,Santa Paula,0.8473,1328.0,516.0,,38428.0,,27000.0,27000.0,,,
458,Epic Bible College & Graduate School,Sacramento,,,75.0,,,,9689.0,9689.0,,,
459,UEI College-Huntington Park,Huntington Park,,,1173.0,,,32576.0,,,,,
460,Concorde Career College-San Bernardino,San Bernardino,1.0,,825.0,,,27223.0,,,,,
461,Concorde Career College-North Hollywood,North Hollywood,0.969,,676.0,,,24109.0,,,,,
462,Ventura College,Ventura,,,9451.0,,8412.0,,1398.0,8146.0,,,
463,The Colleges of Law at Ventura,Ventura,,,,,,,,,,,
464,Bridges Beauty College,Victorville,,,86.0,,,20904.0,,,,,
465,Victor Valley College,Victorville,,,10123.0,,19154.0,,1425.0,10125.0,,,
466,Berkeley City College,Berkeley,,,4096.0,,17404.0,,1148.0,8684.0,,,
467,Walden University,Minneapolis,,,6274.0,,,,12483.0,12483.0,,,
468,Waynes College of Beauty,Salinas,,,42.0,,,19805.0,,,,,
469,West Hills College-Coalinga,Coalinga,,,1902.0,,16509.0,,1380.0,10110.0,,,
470,West Los Angeles College,Culver City,,,6898.0,,17858.0,,1238.0,9870.0,,,
471,West Valley College,Saratoga,,,5480.0,,11344.0,,1490.0,8810.0,,,
472,Carrington College-Sacramento,Sacramento,,,1806.0,,,40908.0,,,,,
473,Westminster Theological Seminary in California,Escondido,,,,,,,,,,,
474,Westmont College,Santa Barbara,0.8199,1380.0,1284.0,,67000.0,,50066.0,50066.0,,,
475,Whittier College,Whittier,0.7545,1231.0,1124.0,,62130.0,,49864.0,49864.0,,,
476,Woodbury University,Burbank,0.626,,868.0,,55779.0,,44908.0,44908.0,,,
477,The Wright Institute,Berkeley,,,,,,,,,,,
478,Thomas Jefferson School of Law,San Diego,,,,,,,,,,,
479,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,0.6148,,142.0,,27600.0,,15700.0,15700.0,,,
480,Yuba College,Marysville,,,4181.0,,11185.0,,1128.0,7488.0,,,
481,Adams State University,Alamosa,0.9918,1066.0,1307.0,,22772.0,,9776.0,21848.0,,,
482,Aims Community College,Greeley,,,3448.0,,14486.0,,1946.0,10850.0,,,
483,Arapahoe Community College,Littleton,,,5369.0,,16667.0,,4080.0,15502.0,,,
484,Bel-Rea Institute of Animal Technology,Denver,0.4955,,205.0,,28888.0,,13819.0,13819.0,,,
485,University of Colorado Denver/Anschutz Medical Campus,Denver,0.7458,1150.0,10922.0,,23895.0,,9562.0,26818.0,,,
486,University of Colorado Colorado Springs,Colorado Springs,0.8477,1180.0,9102.0,,23180.0,,9129.0,22041.0,,,
487,Spartan College of Aeronautics and Technology,Broomfield,,,284.0,,30182.0,,16576.0,16576.0,,,
488,University of Colorado Boulder,Boulder,0.8073,1301.0,30598.0,,32351.0,,13106.0,40356.0,,,
489,Colorado Christian University,Lakewood,,,5399.0,,48130.0,,37432.0,37432.0,,,
490,Colorado College,Colorado Springs,0.163,1402.0,2174.0,,79229.0,,65028.0,65028.0,,,
491,Concorde Career College-Aurora,Aurora,0.9934,,731.0,,,21955.0,,,,,
492,Colorado Mountain College,Glenwood Springs,,,2701.0,,13610.0,,2580.0,11820.0,,,
493,Colorado Northwestern Community College,Rangely,,,565.0,,20106.0,,4236.0,6740.0,,,
494,Colorado School of Mines,Golden,0.58,1403.0,5662.0,,37114.0,,20040.0,42120.0,,,
495,Colorado School of Trades,Lakewood,0.7778,,130.0,,,26400.0,,,,,
496,Colorado State University-Fort Collins,Fort Collins,0.9077,1199.0,25150.0,,28277.0,,12874.0,32734.0,,,
497,Colorado Technical University-Colorado Springs,Colorado Springs,,,22315.0,,22634.0,,12696.0,12696.0,,,
498,Community College of Aurora,Aurora,,,3239.0,,15175.0,,4030.0,15832.0,,,
499,Technical College of the Rockies,Delta,,,173.0,,,,,,,,
500,Community College of Denver,Denver,,,5019.0,,17536.0,,4586.0,16235.0,,,
501,Lincoln College of Technology-Denver,Denver,,,1155.0,,,37426.0,,,,,
502,Denver Seminary,Littleton,,,,,,,,,,,
503,University of Denver,Denver,0.7768,1348.0,5986.0,,72540.0,,56439.0,56439.0,,,
504,Emily Griffith Technical College,Denver,,,5313.0,,,12650.0,,,,,
505,Fort Lewis College,Durango,0.9098,1147.0,3113.0,,24017.0,,9212.0,19724.0,,,
506,Front Range Community College,Westminster,,,10781.0,,16836.0,,4126.0,15776.0,,,
507,Iliff School of Theology,Denver,,,,,,,,,,,
508,International Salon and Spa Academy,Colorado Springs,,,313.0,,,23634.0,,,,,
509,Lamar Community College,Lamar,,,394.0,,17855.0,,4216.0,6720.0,,,
510,Colorado Mesa University,Grand Junction,0.8176,1062.0,7654.0,,22346.0,,9297.0,23019.0,,,
511,Metropolitan State University of Denver,Denver,0.9791,1025.0,14947.0,,22428.0,,10260.0,28092.0,,,
512,Morgan Community College,Fort  Morgan,,,635.0,,17432.0,,3930.0,15579.0,,,
513,Naropa University,Boulder,1.0,,338.0,,51737.0,,34600.0,34600.0,,,
514,Nazarene Bible College,Colorado Springs,,,316.0,,,,10002.0,10002.0,,,
515,Northeastern Junior College,Sterling,,,827.0,,19643.0,,5345.0,7691.0,,,
516,University of Northern Colorado,Greeley,0.7854,1106.0,6024.0,,26352.0,,11332.0,24722.0,,,
517,Otero College,La Junta,,,642.0,,19535.0,,4226.0,6730.0,,,
518,Pikes Peak State College,Colorado Springs,,,9153.0,,17283.0,,4055.0,15714.0,,,
519,Pueblo Community College,Pueblo,,,3237.0,,19542.0,,4626.0,16275.0,,,
520,Red Rocks Community College,Lakewood,,,4146.0,,17444.0,,4471.0,16135.0,,,
521,Regis University,Denver,0.7609,1149.0,2239.0,,52045.0,,42220.0,42220.0,,,
522,Rocky Mountain College of Art and Design,Lakewood,,,2041.0,,30447.0,,22607.0,22607.0,,,
523,Montessori Education Center of the Rockies,Denver,1.0,,11.0,,,20180.0,,,,,
524,Colorado State University Pueblo,Pueblo,0.9879,1031.0,3008.0,,22545.0,,9245.0,16324.0,,,
525,Pickens Technical College,Aurora,,,590.0,,12882.0,,4930.0,8330.0,,,
526,Intellitec College-Colorado Springs,Colorado Springs,,,691.0,,,25600.0,,,,,
527,Intellitec College-Grand Junction,Grand Junction,,,1105.0,,,22426.0,,,,,
528,Trinidad State College,Trinidad,,,1075.0,,20472.0,,5194.0,8314.0,,,
529,United States Air Force Academy,USAF Academy,0.1623,1401.0,4085.0,,,,,,,,
530,Empire Beauty School-Thornton,Thornton,,,81.0,,,20492.0,,,,,
531,Western Colorado University,Gunnison,0.9185,1154.0,1673.0,,24833.0,,10813.0,22837.0,,,
532,Albertus Magnus College,New Haven,0.805,,978.0,,53621.0,,37682.0,37682.0,,,
533,Asnuntuck Community College,Enfield,,,1013.0,,16762.0,,4772.0,14172.0,,,
534,Bais Binyomin Academy,Monsey,1.0,,60.0,,28592.0,,10050.0,10050.0,,,
535,University of Bridgeport,Bridgeport,0.8151,1090.0,1604.0,,53749.0,,35760.0,35760.0,,,
536,Central Connecticut State University,New Britain,0.7671,1061.0,7500.0,,22904.0,,12106.0,24994.0,,,
537,Charter Oak State College,New Britain,,,1426.0,,18386.0,,8254.0,10796.0,,,
538,Cortiva Institute,Cromwell,,,202.0,,,29659.0,,,,,
539,Connecticut College,New London,0.404,1427.0,1915.0,,79575.0,,63005.0,63005.0,,,
540,Porter & Chester Institute of Hamden,Hamden,,,426.0,,28597.0,,14337.0,14337.0,,,
541,University of Connecticut,Storrs,0.5451,1340.0,18768.0,,35236.0,,19434.0,42102.0,,,
542,Goodwin University,East Hartford,,,2802.0,,36485.0,,21198.0,21198.0,,,
543,Lincoln Technical Institute-East Windsor,East Windsor,,,973.0,,,40488.0,,,,,
544,Eastern Connecticut State University,Willimantic,0.7383,1079.0,3534.0,,28648.0,,12910.0,16146.0,,,
545,Fairfield University,Fairfield,0.5218,1325.0,4706.0,,71215.0,,54455.0,54455.0,,,
546,Paul Mitchell the School-North Haven,North Haven,,,161.0,,,21709.0,,,,,
547,Capital Community College,Hartford,,,2182.0,,16002.0,,4820.0,14220.0,,,
548,Rensselaer at Hartford,Hartford,,,,,,,,,,,
549,American Institute-West Hartford,West Hartford,,,369.0,,,23999.0,,,,,
550,Hartford International University for Religion and Peace,Hartford,,,,,,,,,,,
551,University of Hartford,West Hartford,0.8275,1201.0,3876.0,,60887.0,,46148.0,46148.0,,,
552,Holy Apostles College and Seminary,Cromwell,,,196.0,,11530.0,,9440.0,9440.0,,,
553,Housatonic Community College,Bridgeport,,,2959.0,,18500.0,,4740.0,14140.0,,,
554,Manchester Community College,Manchester,,,3724.0,,16037.0,,4700.0,14100.0,,,
555,Naugatuck Valley Community College,Waterbury,,,4216.0,,15170.0,,4740.0,14140.0,,,
556,Middlesex Community College,Middletown,,,1688.0,,12692.0,,4700.0,14100.0,,,
557,Mitchell College,New London,0.7684,,480.0,,52006.0,,37250.0,37250.0,,,
558,Three Rivers Community College,Norwich,,,2736.0,,12151.0,,4820.0,14220.0,,,
559,Lincoln Technical Institute-New Britain,New Britain,,,638.0,,,41160.0,,,,,
560,New England Tractor Trailer Training School of Connecticut,Somers,,,314.0,,,19199.0,,,,,
561,University of New Haven,West Haven,0.9124,1180.0,4765.0,,60918.0,,44184.0,44184.0,,,
562,Norwalk Community College,Norwalk,,,3484.0,,12765.0,,4772.0,14172.0,,,
563,Northwestern Connecticut Community College,Winsted,,,965.0,,15813.0,,4772.0,14172.0,,,
564,Paier College,Bridgeport,0.9545,,198.0,,34613.0,,24480.0,24480.0,,,
565,Porter & Chester Institute,Bridgeport,,,2146.0,,27456.0,,14349.0,14349.0,,,
566,Post University,Waterbury,,,14297.0,,27054.0,,16610.0,16610.0,,,
567,Quinebaug Valley Community College,Danielson,,,1023.0,,14362.0,,4740.0,14220.0,,,
568,Quinnipiac University,Hamden,0.8379,1216.0,6021.0,,68761.0,,51790.0,51790.0,,,
569,Sacred Heart University,Fairfield,0.6571,,6729.0,,64621.0,,46580.0,46580.0,,,
570,University of Saint Joseph,West Hartford,0.7485,1170.0,821.0,,54432.0,,44366.0,44366.0,,,
571,Gateway Community College,New Haven,,,5114.0,,16714.0,,4740.0,14140.0,,,
572,Southern Connecticut State University,New Haven,0.8292,,6246.0,,25857.0,,12438.0,25326.0,,,
573,Trinity College,Hartford,0.3614,1387.0,2141.0,,79605.0,,63930.0,63930.0,,,
574,Tunxis Community College,Farmington,,,2974.0,,16067.0,,4820.0,14220.0,,,
575,United States Coast Guard Academy,New London,0.2386,1294.0,1037.0,,,,,,,,
576,Wesleyan University,Middletown,0.1443,1426.0,3006.0,,82245.0,,64322.0,64322.0,,,
577,Western Connecticut State University,Danbury,0.8351,1126.0,3679.0,,22683.0,,12345.0,25239.0,,,
